conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1976493760939979203,Fri Oct 10 22:49:27 +0000 2025,0,@sensempoi14 Then? Apa kejadah gelabah bg statement tanpa TMJ bola Malaysia terkubur? Time dia pegang FAM pun useless.,1976782155977310456,,sensempoi14,in,,0,0,0,https://x.com/undefined/status/1976782155977310456,1297903961614110722,
1975317624780431362,Fri Oct 10 22:16:48 +0000 2025,0,@Benacu2310 @FhVideo33630 @wallpassjournal @FAM_Malaysia @OfficialJohor Parah,1976773938534547715,,Benacu2310,in,,0,0,0,https://x.com/undefined/status/1976773938534547715,221206476,
1976277359365157238,Fri Oct 10 19:10:32 +0000 2025,0,@BolaSepakTRG @muhamadfikri23 @FAM_Malaysia Cakap sajalah siapa?,1976727064201117842,,BolaSepakTRG,in,,0,0,0,https://x.com/undefined/status/1976727064201117842,2691669692,
1976705658838810730,Fri Oct 10 17:45:29 +0000 2025,14,Skuad Malayan Tigress B-17 kendalian Leila Chua turun menjalani sesi latihan pertama di Dushanbe Tajikistan menjelang aksi pertama Kelayakan Piala Asia Wanita B-17 2026 menentang Tajikistan pada 13 Oktober 2025 di Stadium Central! #FAM #HarimauMalaya #MalayanTigress #U17WAC https://t.co/raHxpQq419,1976705658838810730,https://pbs.twimg.com/media/G26rJKbXgAAIAOd.jpg,,in,,0,0,3,https://x.com/undefined/status/1976705658838810730,3191632944,
1976445468029936067,Fri Oct 10 16:51:47 +0000 2025,0,@hari1295 @GOAL_ID Timnas Malaysia tidak dihukum secara keseluruhan oleh FIFA. Hanya tujuh pemain naturalisasi yang diskors 12 bulan karena dokumen palsu dan FAM didenda CHF 350.000. Tim masih bisa bertanding di kualifikasi tapi FAM sedang banding.,1976692148180590647,,hari1295,in,,0,0,0,https://x.com/undefined/status/1976692148180590647,1720665183188922368,
1976513495123493303,Fri Oct 10 15:55:01 +0000 2025,0,@11Terengganu @FAM_Malaysia Pelik sungguh peter pulak yg beria bercakap Rob friend senyap je,1976677862460809615,,11Terengganu,in,,0,0,0,https://x.com/undefined/status/1976677862460809615,1715004945240637440,
1976482992613883970,Fri Oct 10 15:48:50 +0000 2025,0,@FAM_Malaysia Kalo X lepas 7.8k baik bubar FAM la. https://t.co/T1zJ41vCA7,1976676305858126309,https://pbs.twimg.com/media/G26Qn_PbYAAeB-B.jpg,FAM_Malaysia,in,,0,0,0,https://x.com/undefined/status/1976676305858126309,2761135145,
1976486758679445815,Fri Oct 10 15:42:25 +0000 2025,4,@JDTAzizan @FlashSukan @FAM_Malaysia @HRHJohorII penyepong Tuanku Mullet Jomok,1976674688593269241,,JDTAzizan,in,,0,0,0,https://x.com/undefined/status/1976674688593269241,52000568,
1975317624780431362,Fri Oct 10 15:01:23 +0000 2025,0,@khaliddyasinn @HasbullahHashi8 @wallpassjournal @FAM_Malaysia @OfficialJohor Matlamat tak menghalalkan cara. Benda basic gini nak kena terang taktau la nak cakap ,1976664361981931710,,khaliddyasinn,in,,0,0,0,https://x.com/undefined/status/1976664361981931710,434782846,
1976662765441101935,Fri Oct 10 14:55:02 +0000 2025,0,Konfederasi Sepakbola Asia (AFC) menyatakan siap menjatuhkan hukuman tambahan kepada Malaysia jika banding mereka terhadap putusan FIFA soal skandal naturalisasi palsu ditolak. Sebelumnya Federasi Sepakbola Malaysia (FAM) terbukti memalsukan dokumen tujuh pemain dengan mengklaim https://t.co/V6wbEJlvo4,1976662765441101935,https://pbs.twimg.com/media/G26EER0akAA59bN.jpg,,in,,0,0,0,https://x.com/undefined/status/1976662765441101935,502140136,
